Report Week,BrandCatalog,SKU,Display Sku,SupplierPart Number,ManufacturerPart Number,Class Name,Supplier ID,Supplier Name,Is CG,Ship Class,Product Status,SKU LaunchMonth,Brand Type,Is InExclusivity Program,QuantitySold L90D,WSC L90D,QuantitySold L12M,WSC L12M,Retail Price,Tax And Duties,Retail Price Net,Base Cost,WholesaleCost,Ship Outbound Cost,Ship Other Cost,Incident And Return Cost,Rebate,Product Allowance Cost,Other Handling Cost,Total Cost,B2C Discount,CG Markdown,WSC MarketCompetitiveness Percentile,ShipCost MarketCompetitiveness Percentile,IncidentsAndReturnCost MarketCompetitiveness Percentile
2026-05-17,Wayfair US,DMOM1029,W116052666,VF-ZH-4W,VF-ZH-4W,Filing Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Oct-2025,Header Brand,Not exclusive,3,462.5,17,2103.45,249.99,0,249.99,185,166.5,20.88000646,0,11.857203,0,-9.99,10.942159815,200.189369275,-0.1,,0.63,0.21,0
2026-05-17,Wayfair US,DMOM1055,DMOM1055,MFC-D3B,MFC-D3B,Filing Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Admins Can Sell,Not defined,,Not exclusive,,0,,0,196.99,0,196.99,125,125,11.4359125,0,9.447602,0,-7.5,8.912882739,147.296397239,,,,,
2026-05-17,Wayfair US,DMOM1062,W119966389,TOOL-B03,TOOL-B03,Garage Storage Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Not defined,Header Brand,Not exclusive,,0,,0,175.99,0,175.99,127.5,127.5,11.79104581,0,8.723542,0,-7.65,9.245238302,149.609826112,,,0.65,0.21,0.36
2026-05-17,Wayfair US,DMOM1063,W119966379,TOOL-A04,TOOL-A04,Garage Storage Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Not defined,Header Brand,Not exclusive,,0,,0,178.99,0,178.99,127.5,127.5,14.14431484,0,8.65478,0,-7.65,9.383879349,152.032974189,,,,,
2026-05-17,Wayfair US,DMOM1072,W119966385,TOOL-A01,TOOL-A01,Garage Storage Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Not defined,Header Brand,Not exclusive,,0,,0,108.99,0,108.99,76.5,76.5,8.62418722,0,5.814837,0,-4.59,6.722341594,93.071365814,,,0.23,0.04,0.65
2026-05-17,Wayfair US,DMOM1073,W119966388,TOOL-A08,TOOL-A08,Garage Storage Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Not defined,Header Brand,Not exclusive,,0,,0,299.99,0,299.99,212.5,212.5,26.15943145,0,18.36696,0,-12.75,13.833153,258.10954445,,,,,
2026-05-17,Wayfair US,DMOM1054,W119669210,LFC-4B-400,LFC-4B-400,Filing Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Not defined,Header Brand,Not exclusive,,0,,0,273.99,0,273.99,180,180,24.5765785,0,14.049924,0,-10.8,11.811972134,219.638474634,,,0,0.05,0.1
2026-05-10,Wayfair US,DMOM1004,W114460485,3T-Kayak,3T-Kayak,Bike And Sport Racks,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Jul-2025,Header Brand,Not exclusive,0,0,13,1277.1,145.99,0,145.99,110,99,10.78558576,0,6.015693,0,-5.94,6.382713451,116.243992211,-0.1,,0.82,0,0.45
2026-05-10,Wayfair US,DMOM1007,W115098288,YB-CW12A0720,YB-CW12A0720,Cat Cages & Playpens,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Aug-2025,Header Brand,Not exclusive,,0,,0,289.99,0,289.99,220,198,31.80981304,0,13.994415,0,-11.88,12.951087139,244.875315179,-0.1,,0.09,1,0.45
2026-05-10,Wayfair US,DMOM1018,W116063433,LFC-2B,LFC-2B,Filing Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Oct-2025,Header Brand,Not exclusive,18,1759.05,26,2708.1,187.99,0,187.99,135,121.5,17.79205474,0,8.045972,0,-7.29,8.628513048,148.676539788,-0.1,,0.71,0.14,0.1
2026-05-10,Wayfair US,DMOM1024,W116063488,LFC-5B,LFC-5B,Filing Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Oct-2025,Header Brand,Not exclusive,1,207,1,207,319.99,0,319.99,230,207,31.47060781,0,18.686971,0,-12.42,13.467070138,258.204648948,-0.1,,0.73,0.73,0.64
2026-05-10,Wayfair US,DMOM1026,W116063431,VFC-2B,VFC-2B,Filing Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Oct-2025,Header Brand,Not exclusive,,0,,0,112.99,0,112.99,80,72,11.12269519,0,5.024633,0,-4.32,5.789848071,89.617176261,-0.1,,0,0,0.29
2026-05-10,Wayfair US,DMOM1026,W116063431,VFC-2W,VFC-2W,Filing Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Oct-2025,Header Brand,Not exclusive,4,212,9,567.2,115.99,0,115.99,80,72,12.9752776,0,5.047145,0,-4.32,5.90771223,91.61013483,-0.1,,0,0.33,0.29
2026-05-10,Wayfair US,DMOM1003,W114467209,4T-Kayak,4T-Kayak,Bike And Sport Racks,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Jul-2025,Header Brand,Not exclusive,14,1610,35,4205.6,194.99,0,194.99,140,126,20.65774687,0,7.409247,0,-7.56,8.252161239,154.759155109,-0.1,,1,0.82,0
2026-05-10,Wayfair US,DMOM1013,W115101372,YB-CW12H0689,YB-CW12H0689,Small Animal Cages And Habitats,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Aug-2025,Header Brand,Not exclusive,,0,,0,309.99,0,309.99,235,211.5,32.20172764,0,15.258837,0,-12.69,12.956850058,259.227414698,-0.1,,0.25,0.83,0.33
2026-05-10,Wayfair US,DMOM1019,W116063436,VFC-3W,VFC-3W,Filing Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Oct-2025,Header Brand,Not exclusive,3,316.8,15,1584,161.99,0,161.99,120,108,13.84933099,0,6.943974,0,-6.48,7.651719329,129.965024319,-0.1,,0.4,0.4,0.3
2026-05-10,Wayfair US,DMOM1042,W119206158,PT03-WH,PT03-WH,Pantry Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Mar-2026,Header Brand,Not exclusive,,0,,0,255.99,0,255.99,162,149.04,20.98144318,0,21.5487,0,-8.9424,11.575870648,194.203613828,-0.08,,0.5,0,0.18
2026-05-10,Wayfair US,DMOM1000,W114466261,6T-2095-122,6T-2095-122,Shelving & Racks,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Jul-2025,Header Brand,Not exclusive,3,405,13,1467,209.99,0,209.99,150,135,19.33330606,0,8.605051,0,-8.1,9.009089076,163.847446136,-0.1,,1,0.65,0.32
2026-05-10,Wayfair US,DMOM1015,W115304074,5T-dong-183-120,5T-dong-183-120,Shelving & Racks,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Aug-2025,Header Brand,Not exclusive,4,426,21,2220,177.99,0,177.99,120,108,21.90390955,0,7.55553,0,-6.48,7.793265801,138.772705351,-0.1,,0.21,0.79,0.84
2026-05-10,Wayfair US,DMOM1017,W115286599,3T-W,3T-W,Aquariums & Bowls,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Aug-2025,Header Brand,Not exclusive,6,122.81,6,122.81,92.99,0,92.99,70,63,10.53461371,0,4.771167,0,-3.78,5.813238132,80.339018842,-0.1,,0,0,0.59
2026-05-10,Wayfair US,DMOM1025,W116063428,LFC-3W,LFC-3W,Filing Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Oct-2025,Header Brand,Not exclusive,15,2042.9,43,5855.9,209.99,0,209.99,155,139.5,19.58731702,0,8.93044,0,-8.37,9.470962861,169.118719881,-0.1,,0.6,0.6,0.1
2026-05-10,Wayfair US,DMOM1027,W116063491,LFC-4B,LFC-4B,Filing Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Oct-2025,Header Brand,Not exclusive,13,1958.23,38,6347.99,269.99,0,269.99,200,180,22.37776993,0,12.932553,0,-10.8,11.693025615,216.203348545,-0.1,,0.76,0.38,0.29
2026-05-10,Wayfair US,DMOM1028,W116055452,VFC-5B,VFC-5B,Filing Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Oct-2025,Header Brand,Not exclusive,0,0,2,306,229.99,0,229.99,170,153,20.31833206,0,11.352337,0,-9.18,10.176832244,185.667501304,-0.1,,0.48,0.78,0.39
2026-05-10,Wayfair US,DMOM1038,W119185475,PT01-WH,PT01-WH,Pantry Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Mar-2026,Header Brand,Not exclusive,,0,,0,219.99,0,219.99,136,125.12,20.08559347,0,18.5479,0,-7.5072,10.288402648,166.534696118,-0.08,,0,0,0
2026-05-10,Wayfair US,DMOM1055,DMOM1055,MFC-D3B,MFC-D3B,Filing Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Admins Can Sell,Not defined,,Not exclusive,,0,,0,203.99,0,203.99,125,125,11.4359125,0,17.1091,0,-7.5,8.852007118,154.897019618,,,,,
2026-05-10,Wayfair US,DMOM1000,W114466261,5T-1600-800,5T-1600-800,Shelving & Racks,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Jul-2025,Header Brand,Not exclusive,0,0,2,153,119.99,0,119.99,85,76.5,11.76725848,0,4.615792,0,-4.59,5.626656329,93.919706809,-0.1,,0.5,0.31,0.41
2026-05-10,Wayfair US,DMOM1008,W115098290,YB-CW12S0768,YB-CW12S0768,Cat Condos & Cat Trees,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Aug-2025,Header Brand,Not exclusive,0,0,1,0,51.99,0,51.99,28,25.2,9.99075361,0,2.487786,0,-1.512,2.946801305,39.113340915,-0.1,,0.14,0.86,1
2026-05-10,Wayfair US,DMOM1010,W115099172,YB-CW12S0714,PWUC2619,Small Animal Cages And Habitats,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,,Active,Aug-2025,,Not exclusive,,0,,0,167.99,0,167.99,130,117,20.01412669,0,7.936482,0,-7.02,7.715039834,145.645648524,-0.1,,0,0.91,1
2026-05-10,Wayfair US,DMOM1011,W115101379,YB- CW12X0718,YB- CW12X0718,Small Animal Cages And Habitats,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Aug-2025,Header Brand,Not exclusive,,0,,0,207.99,0,207.99,155,139.5,22.65148141,0,9.738351,0,-8.37,9.205420848,172.725253258,-0.1,,0,0.64,0.36
2026-05-10,Wayfair US,DMOM1000,W114466261,5T-1980-1200,5T-1980-1200,Shelving & Racks,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Jul-2025,Header Brand,Not exclusive,10,954,26,2451.6,172.99,0,172.99,120,108,18.44657308,0,7.050245,0,-6.48,7.616199062,134.633017142,-0.1,,0.78,0.44,0.38
2026-05-10,Wayfair US,DMOM1009,W115098286,YB-MSE3400003,YB-MSE3400003,Crates and Carriers,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Aug-2025,Header Brand,Not exclusive,,0,,0,365.99,0,365.99,245,220.5,36.27984007,0,21.577302,0,-13.23,15.889493666,281.016635736,-0.1,,0.18,1,0.45
2026-05-10,Wayfair US,DMOM1015,W115304074,5T-dong-198-120,5T-dong-198-120,Shelving & Racks,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Aug-2025,Header Brand,Not exclusive,0,0,6,587.4,164.99,0,164.99,110,99,20.97987133,0,7.348579,0,-5.94,7.273309155,128.661759485,-0.1,,0.16,0.63,0.95
2026-05-10,Wayfair US,DMOM1021,W116063489,LFC-2W-680,LFC-2W-680,Filing Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Oct-2025,Header Brand,Not exclusive,26,2630.4,54,5494.8,162.99,0,162.99,120,108,13.64247553,0,6.286113,0,-6.48,7.714326627,129.162915157,-0.1,,0.48,0.38,0
2026-05-10,Wayfair US,DMOM1022,W116063490,MFC-D3-B,MFC-D3-B,Filing Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Oct-2025,Header Brand,Not exclusive,33,1102.5,55,2907.45,138.99,0,138.99,105,94.5,12.51325849,0,6.791058,0,-5.67,6.750274244,114.884590734,-0.1,,0.17,0.33,0.22
2026-05-10,Wayfair US,DMOM1024,W116063488,LFC-5W,LFC-5W,Filing Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Oct-2025,Header Brand,Not exclusive,1,207,1,207,313.99,0,313.99,230,207,25.97290525,0,18.831951,0,-12.42,13.219064344,252.603920594,-0.1,,0.73,0.5,0.64
2026-05-10,Wayfair US,DMOM1040,W119186674,CT-01,CT-01,Coffee & Cocktail Tables,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Mar-2026,Header Brand,Not exclusive,,0,,0,244.99,0,244.99,136,125.12,17.93855116,0,20.7979,0,-7.5072,10.752346236,167.101597396,-0.08,,0.36,0.09,0
2026-05-10,Wayfair US,DMOM1054,W119669210,LFC-4B-400,LFC-4B-400,Filing Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Not defined,Header Brand,Not exclusive,,0,,0,279.99,0,279.99,180,180,24.5765785,0,23.3991,0,-10.8,11.569995118,228.745673618,,,0,0.05,0.1
2026-05-10,Wayfair US,DMOM1006,W114941605,MK-WB001B,MK-WB001B,Workbenches,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Aug-2025,Header Brand,Not exclusive,,0,,0,249.99,0,249.99,179.99,161.991,21.55307263,0,11.6919192,0,-9.71946,11.278275526,196.794807356,-0.1,,0.85,0.38,0
2026-05-10,Wayfair US,DMOM1022,W116063490,MFC-D3-W,MFC-D3-W,Filing Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Oct-2025,Header Brand,Not exclusive,59,5319.3,65,5505.15,136.99,0,136.99,105,94.5,11.2651048,0,6.777708,0,-5.67,6.675541364,113.548354164,-0.1,,0.17,0.06,0.22
2026-05-10,Wayfair US,DMOM1028,W116055452,VFC-5W,VFC-5W,Filing Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Oct-2025,Header Brand,Not exclusive,,0,,0,229.99,0,229.99,170,153,20.27547295,0,11.405936,0,-9.18,10.175928384,185.677337334,-0.1,,0.48,0.35,0.39
2026-05-10,Wayfair US,DMOM1029,W116052666,VF-ZH-4W,VF-ZH-4W,Filing Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Oct-2025,Header Brand,Not exclusive,3,462.5,17,2103.45,249.99,0,249.99,185,166.5,20.88000646,0,11.857203,0,-9.99,10.942159815,200.189369275,-0.1,,0.63,0.21,0
2026-05-10,Wayfair US,DMOM1041,W119185687,CT-3ps,CT-3ps,Coffee & Cocktail Tables,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Mar-2026,Header Brand,Not exclusive,,0,,0,329.99,0,329.99,187,172.04,21.19490041,0,27.9787,0,-10.3224,13.792201236,224.683401646,-0.08,,1,1,0.7
2026-05-10,Wayfair US,DMOM1001,W114464543,2T-Kayak,2T-Kayak,Bike And Sport Racks,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Jul-2025,Header Brand,Not exclusive,0,0,9,581.4,129.99,0,129.99,95,85.5,11.13589873,0,6.264078,0,-5.13,5.752587666,103.522564396,-0.1,,0.73,0.09,1
2026-05-10,Wayfair US,DMOM1005,W114460483,5T-Niudun,5T-Niudun,Bookcases,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Jul-2025,Header Brand,Not exclusive,1,59.4,3,178.2,109.99,0,109.99,108,59.4,18.67553923,0,4.607873,0,-3.564,5.294542263,84.413954493,-0.45,,0.59,0.76,0.24
2026-05-10,Wayfair US,DMOM1012,W115101378,YB-CW12Y0719,YB-CW12Y0719,Small Animal Cages And Habitats,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Aug-2025,Header Brand,Not exclusive,,0,,0,136.99,0,136.99,105,94.5,16.44927568,0,7.1512,0,-5.67,6.527884377,118.958360057,-0.1,,0,1,0.89
2026-05-10,Wayfair US,DMOM1016,W115304072,5T-wangge,5T-wangge,Shelving & Racks,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Aug-2025,Header Brand,Not exclusive,0,0,3,211.2,114.99,0,114.99,80,72,11.64287275,0,4.970187,0,-4.32,5.414300941,89.707360691,-0.1,,0.55,0.09,0.91
2026-05-10,Wayfair US,DMOM1020,W116063492,MFC-D2-W,MFC-D2-W,Filing Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Oct-2025,Header Brand,Not exclusive,22,2033.9,37,3297.8,149.99,0,149.99,110,99,11.10236593,0,7.088832,0,-5.94,7.17545214,118.42665007,-0.1,,0.55,0,0
2026-05-10,Wayfair US,DMOM1023,W116063425,VFC-4W,VFC-4W,Filing Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Oct-2025,Header Brand,Not exclusive,2,242.2,4,491.4,192.99,0,192.99,140,126,18.40298044,0,9.137037,0,-7.56,8.790057074,154.770074514,-0.1,,0.55,0.18,0.05
2026-05-10,Wayfair US,DMOM1023,W116063425,VFC-4B,VFC-4B,Filing Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Oct-2025,Header Brand,Not exclusive,3,271.43,14,1625.23,193.99,0,193.99,140,126,18.90649639,0,9.190136,0,-7.56,8.826775104,155.363407494,-0.1,,0.55,0.23,0.05
2026-05-10,Wayfair US,DMOM1053,W119669211,LFC-4W-400,LFC-4W-400,Filing Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Not defined,Header Brand,Not exclusive,,0,,0,279.99,0,279.99,180,180,24.5765785,0,23.3991,0,-10.8,11.569995118,228.745673618,,,0.43,0.48,0.26
2026-05-10,Wayfair US,DMOM1000,W114466261,5T-1830-900,5T-1830-900,Shelving & Racks,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Jul-2025,Header Brand,Not exclusive,0,0,7,554.47,139.99,0,139.99,89,80.1,21.99801097,0,5.400483,0,-4.806,6.382709297,109.075203267,-0.1,,0.5,0.94,0.31
2026-05-10,Wayfair US,DMOM1002,W114460480,8T-Kayak,8T-Kayak,Bike And Sport Racks,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Jul-2025,Header Brand,Not exclusive,,0,,0,279.99,0,279.99,215,193.5,18.03328132,0,11.464209,0,-11.61,11.399522882,222.787013202,-0.1,,0.82,0.64,0.36
2026-05-10,Wayfair US,DMOM1017,W115286599,3T-B,3T-B,Aquariums & Bowls,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Aug-2025,Header Brand,Not exclusive,,0,,0,92.99,0,92.99,70,63,11.5260319,0,3.920168,0,-3.78,5.850148653,80.516348553,-0.1,,0,0.35,0
2026-05-10,Wayfair US,DMOM1018,W116063433,LFC-2W,LFC-2W,Filing Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Oct-2025,Header Brand,Not exclusive,4,479.25,16,1786.05,189.99,0,189.99,135,121.5,18.73956592,0,7.978032,0,-7.29,8.711215575,149.638813495,-0.1,,0.71,0.19,0.05
2026-05-10,Wayfair US,DMOM1020,W116063492,MFC-D2-B,MFC-D2-B,Filing Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Oct-2025,Header Brand,Not exclusive,31,2582.8,59,5206.3,153.99,0,153.99,110,99,14.85741079,0,6.908652,0,-5.94,7.337398794,122.163461584,-0.1,,0.55,0.77,0
2026-05-10,Wayfair US,DMOM1021,W116063489,LFC-2B-680,LFC-2B-680,Filing Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Oct-2025,Header Brand,Not exclusive,19,2005.2,38,3992.4,159.99,0,159.99,120,108,12.16556527,0,6.335202,0,-6.48,7.594072989,127.614840259,-0.1,,0.48,0.05,0
2026-05-10,Wayfair US,DMOM1027,W116063491,LFC-4W,LFC-4W,Filing Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Oct-2025,Header Brand,Not exclusive,5,880,8,1412,269.99,0,269.99,200,180,21.46819273,0,13.445538,0,-10.8,11.677109705,215.790840435,-0.1,,0.76,0.33,0.29
2026-05-10,Wayfair US,DMOM1029,W116052666,VF-ZH-4B,VF-ZH-4B,Filing Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Oct-2025,Header Brand,Not exclusive,10,1461.5,26,4071.85,249.99,0,249.99,185,166.5,22.32275518,0,11.523867,0,-9.99,10.955914265,201.312536445,-0.1,,0.63,0.53,0
2026-05-10,Wayfair US,DMOM1039,W119185476,PT02-WH,PT02-WH,Pantry Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Mar-2026,Header Brand,Not exclusive,,0,,0,255.99,0,255.99,162,149.04,21.31886698,0,21.5487,0,-8.9424,11.575870648,194.541037628,-0.08,,0.55,0.18,0.09
2026-05-10,Wayfair US,DMOM1000,W114466261,5T-1830-1200,5T-1830-1200,Shelving & Racks,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Jul-2025,Header Brand,Not exclusive,5,616,16,1978.2,197.99,0,197.99,140,126,19.54896388,0,7.986154,0,-7.56,8.560998217,154.536116097,-0.1,,0.97,0.69,0.31
2026-05-10,Wayfair US,DMOM1019,W116063436,VFC-3B,VFC-3B,Filing Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Oct-2025,Header Brand,Not exclusive,5,536.4,34,3507.6,159.99,0,159.99,120,108,12.12396364,0,6.778377,0,-6.48,7.578353972,128.000694612,-0.1,,0.4,0.15,0.3
2026-05-10,Wayfair US,DMOM1025,W116063428,LFC-3B,LFC-3B,Filing Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Oct-2025,Header Brand,Not exclusive,3,401.45,18,2301.75,209.99,0,209.99,155,139.5,19.40299141,0,9.350272,0,-8.37,9.456108168,169.339371578,-0.1,,0.6,0.6,0.3
2026-05-10,Wayfair US,DMOM1037,W119184271,CT-02,CT-02,Coffee & Cocktail Tables,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Mar-2026,Header Brand,Not exclusive,,0,,0,229.99,0,229.99,128,117.76,17.93865595,0,19.5215,0,-7.0656,10.215901236,158.370457186,-0.08,,0.18,0.18,0.45
2026-05-10,Wayfair US,DMOM1056,DMOM1056,MFC-D2W,MFC-D2W,Filing Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Admins Can Sell,Not defined,,Not exclusive,,0,,0,213.99,0,213.99,130,130,13.10930401,0,17.9591,0,-7.8,9.209637118,162.478041128,,,,,
2026-05-03,Wayfair US,DMOM1000,W114466261,6T-2095-122,6T-2095-122,Shelving & Racks,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Jul-2025,Header Brand,Not exclusive,2,270,12,1332,209.99,0,209.99,150,135,19.12901975,0,9.843983,0,-8.1,8.952971348,164.825974098,-0.1,,1,0.65,0.32
2026-05-03,Wayfair US,DMOM1000,W114466261,5T-1980-1200,5T-1980-1200,Shelving & Racks,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Jul-2025,Header Brand,Not exclusive,9,846,25,2343.6,172.99,0,172.99,120,108,18.213416401,0,7.448407,0,-6.48,7.590364735,134.772188136,-0.1,,0.78,0.44,0.38
2026-05-03,Wayfair US,DMOM1000,W114466261,5T-1830-900,5T-1830-900,Shelving & Racks,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Jul-2025,Header Brand,Not exclusive,0,0,7,554.47,139.99,0,139.99,89,80.1,21.964975974,0,5.888353,0,-4.806,6.360702869,109.508031843,-0.1,,0.5,0.94,0.31
2026-05-03,Wayfair US,DMOM1042,W119206158,PT03-WH,PT03-WH,Pantry Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Mar-2026,Header Brand,Not exclusive,,0,,0,249.99,0,249.99,162,149.04,20.889578364,0,17.1825,0,-8.9424,11.581363844,189.751042208,-0.08,,0.5,0,0.18
2026-05-03,Wayfair US,DMOM1007,W115098288,YB-CW12A0720,YB-CW12A0720,Cat Cages & Playpens,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Aug-2025,Header Brand,Not exclusive,,0,,0,293.99,0,293.99,220,198,31.714620584,0,13.917602,0,-11.88,13.084070989,244.836293573,-0.1,,0.09,1,0.45
2026-05-03,Wayfair US,DMOM1024,W116063488,LFC-5B,LFC-5B,Filing Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Oct-2025,Header Brand,Not exclusive,,0,,0,339.99,0,339.99,230,207,33.717640078,0,24.453366,0,-12.42,14.071193865,266.822199943,-0.1,,0.73,0.73,0.64
2026-05-03,Wayfair US,DMOM1026,W116063431,VFC-2W,VFC-2W,Filing Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Oct-2025,Header Brand,Not exclusive,4,212,9,567.2,113.99,0,113.99,80,72,12.927978235,0,6.382823,0,-4.32,5.778034884,92.768836119,-0.1,,0,0.33,0.29
2026-05-03,Wayfair US,DMOM1041,W119185687,CT-3ps,CT-3ps,Coffee & Cocktail Tables,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Mar-2026,Header Brand,Not exclusive,,0,,0,329.99,0,329.99,187,172.04,21.167363286,0,23.801396,0,-10.3224,13.921887306,220.608246592,-0.08,,1,1,0.7
2026-05-03,Wayfair US,DMOM1023,W116063425,VFC-4B,VFC-4B,Filing Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Oct-2025,Header Brand,Not exclusive,4,397.43,14,1625.23,199.99,0,199.99,140,126,18.572509325,0,11.250862,0,-7.56,8.993472891,157.256844216,-0.1,,0.55,0.23,0.05
2026-05-03,Wayfair US,DMOM1028,W116055452,VFC-5W,VFC-5W,Filing Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Oct-2025,Header Brand,Not exclusive,,0,,0,239.99,0,239.99,170,153,20.148400536,0,15.237318,0,-9.18,10.439400221,189.645118757,-0.1,,0.48,0.35,0.39
2026-05-03,Wayfair US,DMOM1008,W115098290,YB-CW12S0768,YB-CW12S0768,Cat Condos & Cat Trees,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Aug-2025,Header Brand,Not exclusive,0,0,1,0,52.99,0,52.99,28,25.2,9.954070131,0,2.783123,0,-1.512,2.974920804,39.400113935,-0.1,,0.14,0.86,1
2026-05-03,Wayfair US,DMOM1011,W115101379,YB- CW12X0718,YB- CW12X0718,Small Animal Cages And Habitats,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Aug-2025,Header Brand,Not exclusive,,0,,0,204.99,0,204.99,155,139.5,22.580847511,0,9.571164,0,-8.37,9.105055996,172.387067507,-0.1,,0,0.64,0.36
